ensembl_gene_id,chr_name,gene_name,Description,gene_start,gene_end,min_snp,p,pos,aff,unaff,upstream,downstream,in_gene,nAff,nUnaff,FDR,dist2Gene
ENSOCUG00000005248,chr7,ZNF804A,zinc finger protein 804A [Source:HGNC Symbol;Acc:HGNC:21711],125201533,125207907,160220_28,0.1302,125199812,6/8/15,4/12/6,TRUE,FALSE,FALSE,29,22,0.3480926419466976,1721
ENSOCUG00000008468,chr12,MTO1,mitochondrial tRNA translation optimization 1 [Source:HGNC Symbol;Acc:HGNC:19261],60322679,60357862,19307_39,0.1303,60356352,3/3/28,5/6/15,FALSE,FALSE,TRUE,34,26,0.3482591080220099,0
ENSOCUG00000003854,GL018711,TPMT,thiopurine S-methyltransferase [Source:HGNC Symbol;Acc:HGNC:12014],1963500,1980034,204732_50,0.13040000000000002,1938871,4/13/17,7/16/8,TRUE,FALSE,FALSE,34,31,0.34842547770700644,24629
ENSOCUG00000003859,GL018711,KDM1B,lysine demethylase 1B [Source:HGNC Symbol;Acc:HGNC:21577],1906315,1954029,204732_50,0.13040000000000002,1938871,4/13/17,7/16/8,FALSE,FALSE,TRUE,34,31,0.34842547770700644,0
ENSOCUG00000003869,GL018711,DEK,DEK proto-oncogene [Source:HGNC Symbol;Acc:HGNC:2768],1862215,1904661,204732_50,0.13040000000000002,1938871,4/13/17,7/16/8,FALSE,TRUE,FALSE,34,31,0.34842547770700644,34210
ENSOCUG00000009180,chr3,FZD6,frizzled class receptor 6 [Source:HGNC Symbol;Acc:HGNC:4044],118710207,118747741,293023_60,0.1306,118711225,1/10/25,3/8/10,FALSE,FALSE,TRUE,36,21,0.3488231058415269,0
ENSOCUG00000021507,chr3,NA,NA,118671873,118672427,293023_60,0.1306,118711225,1/10/25,3/8/10,TRUE,FALSE,FALSE,36,21,0.3488231058415269,38798
ENSOCUG00000003544,chr2,MAL,"mal, T-cell differentiation protein [Source:HGNC Symbol;Acc:HGNC:6817]",95502765,95529204,125036_28,0.1307,95513667,0/10/18,3/6/9,FALSE,FALSE,TRUE,28,18,0.3488231058415269,0
ENSOCUG00000003547,chr2,MRPS5,mitochondrial ribosomal protein S5 [Source:HGNC Symbol;Acc:HGNC:14498],95455393,95479564,125036_28,0.1307,95513667,0/10/18,3/6/9,FALSE,TRUE,FALSE,28,18,0.3488231058415269,34103
ENSOCUG00000005865,GL018988,SCUBE1,"signal peptide, CUB domain and EGF like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13441]",130,108057,260293_14,0.1307,123550,0/7/27,2/2/20,TRUE,FALSE,FALSE,34,24,0.3488231058415269,15493
ENSOCUG00000007622,chr5,ADGRG1,adhesion G protein-coupled receptor G1 [Source:HGNC Symbol;Acc:HGNC:4512],13688314,13736392,149792_58,0.1307,13653586,0/1/25,1/3/14,TRUE,FALSE,FALSE,26,18,0.3488231058415269,34728
ENSOCUG00000021509,chr5,CCDC102A,coiled-coil domain containing 102A [Source:HGNC Symbol;Acc:HGNC:28097],13636942,13648438,149792_58,0.1307,13653586,0/1/25,1/3/14,TRUE,FALSE,FALSE,26,18,0.3488231058415269,5148
ENSOCUG00000027621,chr5,ADGRG5,adhesion G protein-coupled receptor G5 [Source:HGNC Symbol;Acc:HGNC:19010],13668087,13674390,149792_58,0.1307,13653586,0/1/25,1/3/14,TRUE,FALSE,FALSE,26,18,0.3488231058415269,14501
ENSOCUG00000004900,chr2,PALLD,"palladin, cytoskeletal associated protein [Source:HGNC Symbol;Acc:HGNC:17068]",46554582,47008925,121016_49,0.1308,46735410,3/9/29,1/15/18,FALSE,FALSE,TRUE,41,34,0.34888820809248555,0
ENSOCUG00000023160,GL018945,NA,NA,111167,112084,256618_60,0.1308,97058,4/11/24,0/14/19,TRUE,FALSE,FALSE,39,33,0.34888820809248555,14109
ENSOCUG00000024473,GL018945,NDUFA10,NADH:ubiquinone oxidoreductase subunit A10 [Source:HGNC Symbol;Acc:HGNC:7684],121128,168125,256618_60,0.1308,97058,4/11/24,0/14/19,TRUE,FALSE,FALSE,39,33,0.34888820809248555,24070
ENSOCUG00000027843,GL018945,NA,NA,98497,99399,256618_60,0.1308,97058,4/11/24,0/14/19,TRUE,FALSE,FALSE,39,33,0.34888820809248555,1439
ENSOCUG00000025132,chr9,NA,NA,51698354,51698884,186381_13,0.131,51732518,0/8/17,2/9/9,FALSE,TRUE,FALSE,25,20,0.3493207165559087,33634
ENSOCUG00000015963,chr14,TGFBR2,transforming growth factor beta receptor 2 [Source:HGNC Symbol;Acc:HGNC:11773],17662356,17752039,41558_40,0.1312,17703166,0/11/14,0/14/6,FALSE,FALSE,TRUE,25,20,0.3497529751588678,0
ENSOCUG00000001764,chr18,TCEB1,transcription elongation factor B subunit 1 [Source:HGNC Symbol;Acc:HGNC:11617],68415603,68415938,78002_54,0.1315,68376867,0/3/29,0/6/15,TRUE,FALSE,FALSE,32,21,0.3503209862385322,38736
ENSOCUG00000022912,GL018921,NA,NA,230816,237222,254449_14,0.1315,196015,0/5/35,0/9/22,FALSE,TRUE,FALSE,40,31,0.3503209862385322,34801
ENSOCUG00000027173,GL018921,NA,NA,194732,201328,254449_14,0.1315,196015,0/5/35,0/9/22,FALSE,FALSE,TRUE,40,31,0.3503209862385322,0
ENSOCUG00000005851,chr14,MED12L,mediator complex subunit 12 like [Source:HGNC Symbol;Acc:HGNC:16050],44999874,45353011,44787_19,0.1316,45027975,0/4/33,1/5/15,FALSE,FALSE,TRUE,37,21,0.3503209862385322,0
ENSOCUG00000007741,chr14,CRTAP,cartilage associated protein [Source:HGNC Symbol;Acc:HGNC:2379],20068025,20090149,41950_14,0.1316,20040031,6/10/7,1/6/10,TRUE,FALSE,FALSE,23,17,0.3503209862385322,27994
ENSOCUG00000003117,chr17,USP50,ubiquitin specific peptidase 50 [Source:HGNC Symbol;Acc:HGNC:20079],21934437,21977354,64615_24,0.1317,21895716,5/14/2,4/12/9,TRUE,FALSE,FALSE,21,25,0.3503209862385322,38721
ENSOCUG00000014176,GL018914,ATG4D,autophagy related 4D cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:20789],369129,373496,253772_60,0.1317,334661,4/13/12,1/12/22,FALSE,TRUE,FALSE,29,35,0.3503209862385322,34468
ENSOCUG00000014181,GL018914,KRI1,KRI1 homolog [Source:HGNC Symbol;Acc:HGNC:25769],360390,372743,253772_60,0.1317,334661,4/13/12,1/12/22,TRUE,FALSE,FALSE,29,35,0.3503209862385322,25729
ENSOCUG00000015558,GL018914,SLC44A2,solute carrier family 44 member 2 [Source:HGNC Symbol;Acc:HGNC:17292],315958,325512,253772_60,0.1317,334661,4/13/12,1/12/22,TRUE,FALSE,FALSE,29,35,0.3503209862385322,9149
ENSOCUG00000022727,GL018914,CDKN2D,cyclin dependent kinase inhibitor 2D [Source:HGNC Symbol;Acc:HGNC:1790],357838,359441,253772_60,0.1317,334661,4/13/12,1/12/22,TRUE,FALSE,FALSE,29,35,0.3503209862385322,23177
ENSOCUG00000024334,GL018914,AP1M2,adaptor related protein complex 1 mu 2 subunit [Source:HGNC Symbol;Acc:HGNC:558],347765,356754,253772_60,0.1317,334661,4/13/12,1/12/22,TRUE,FALSE,FALSE,29,35,0.3503209862385322,13104
ENSOCUG00000003483,GL018727,TTC3,tetratricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12393],1202788,1319686,214213_12,0.1318,1320305,10/9/8,7/2/10,FALSE,TRUE,FALSE,27,19,0.3503209862385322,619
ENSOCUG00000002047,GL018736,TRPM8,transient receptor potential cation channel subfamily M member 8 [Source:HGNC Symbol;Acc:HGNC:17961],1395577,1491175,218007_33,0.13190000000000002,1464257,9/11/9,2/13/6,FALSE,FALSE,TRUE,29,21,0.3503209862385322,0
ENSOCUG00000006519,chr2,ABHD1,abhydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17553],158933137,158939484,116726_74,0.132,158975458,11/17/8,7/9/14,TRUE,FALSE,FALSE,36,30,0.3503209862385322,35974
ENSOCUG00000006872,chr2,EMILIN1,elastin microfibril interfacer 1 [Source:HGNC Symbol;Acc:HGNC:19880],158973677,158980409,116726_74,0.132,158975458,11/17/8,7/9/14,FALSE,FALSE,TRUE,36,30,0.3503209862385322,0
ENSOCUG00000008657,chr2,CGREF1,cell growth regulator with EF-hand domain 1 [Source:HGNC Symbol;Acc:HGNC:16962],158957831,158961071,116726_74,0.132,158975458,11/17/8,7/9/14,FALSE,TRUE,FALSE,36,30,0.3503209862385322,14387
ENSOCUG00000008662,chr2,KHK,ketohexokinase [Source:HGNC Symbol;Acc:HGNC:6315],158963186,158972641,116726_74,0.132,158975458,11/17/8,7/9/14,TRUE,FALSE,FALSE,36,30,0.3503209862385322,2817
ENSOCUG00000010533,chr12,VPS52,"VPS52, GARP complex subunit [Source:HGNC Symbol;Acc:HGNC:10518]",23665861,23678569,15423_29,0.132,23685320,14/17/11,5/17/14,TRUE,FALSE,FALSE,42,36,0.3503209862385322,6751
ENSOCUG00000010546,chr12,NA,NA,23679487,23682806,15423_29,0.132,23685320,14/17/11,5/17/14,FALSE,TRUE,FALSE,42,36,0.3503209862385322,2514
ENSOCUG00000010550,chr12,B3GALT4,"beta-1,3-galactosyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:919]",23683803,23684954,15423_29,0.132,23685320,14/17/11,5/17/14,FALSE,TRUE,FALSE,42,36,0.3503209862385322,366
ENSOCUG00000010554,chr12,NA,NA,23685946,23696122,15423_29,0.132,23685320,14/17/11,5/17/14,FALSE,TRUE,FALSE,42,36,0.3503209862385322,626
ENSOCUG00000010559,chr12,PFDN6,prefoldin subunit 6 [Source:HGNC Symbol;Acc:HGNC:4926],23696551,23697673,15423_29,0.132,23685320,14/17/11,5/17/14,TRUE,FALSE,FALSE,42,36,0.3503209862385322,11231
ENSOCUG00000010563,chr12,TAPBP,TAP binding protein (tapasin) [Source:HGNC Symbol;Acc:HGNC:11566],23709333,23719778,15423_29,0.132,23685320,14/17/11,5/17/14,FALSE,TRUE,FALSE,42,36,0.3503209862385322,24013
ENSOCUG00000010568,chr12,ZBTB22,zinc finger and BTB domain containing 22 [Source:HGNC Symbol;Acc:HGNC:13085],23720636,23722555,15423_29,0.132,23685320,14/17/11,5/17/14,FALSE,TRUE,FALSE,42,36,0.3503209862385322,35316
ENSOCUG00000010574,chr12,DAXX,death domain associated protein [Source:HGNC Symbol;Acc:HGNC:2681],23723903,23727111,15423_29,0.132,23685320,14/17/11,5/17/14,FALSE,TRUE,FALSE,42,36,0.3503209862385322,38583
ENSOCUG00000014868,chr2,TMEM214,transmembrane protein 214 [Source:HGNC Symbol;Acc:HGNC:25983],159014173,159021767,116726_74,0.132,158975458,11/17/8,7/9/14,FALSE,TRUE,FALSE,36,30,0.3503209862385322,38715
ENSOCUG00000014887,chr2,AGBL5,ATP/GTP binding protein like 5 [Source:HGNC Symbol;Acc:HGNC:26147],158987034,159001642,116726_74,0.132,158975458,11/17/8,7/9/14,FALSE,TRUE,FALSE,36,30,0.3503209862385322,11576
ENSOCUG00000024551,chr2,NA,NA,158854798,158959060,116726_74,0.132,158975458,11/17/8,7/9/14,TRUE,FALSE,FALSE,36,30,0.3503209862385322,16398
ENSOCUG00000026930,chr12,RGL2,ral guanine nucleotide dissociation stimulator like 2 [Source:HGNC Symbol;Acc:HGNC:9769],23698671,23706861,15423_29,0.132,23685320,14/17/11,5/17/14,FALSE,TRUE,FALSE,42,36,0.3503209862385322,13351
ENSOCUG00000027507,GL018949,VDR,"vitamin D (1,25- dihydroxyvitamin D3) receptor [Source:HGNC Symbol;Acc:HGNC:12679]",56,32672,256973_73,0.132,16114,4/17/20,0/8/18,FALSE,FALSE,TRUE,41,26,0.3503209862385322,0
ENSOCUG00000029213,GL018701,C4orf45,chromosome 4 open reading frame 45 [Source:HGNC Symbol;Acc:HGNC:26342],1492532,1633039,197362_34,0.132,1592129,0/9/33,1/2/24,FALSE,FALSE,TRUE,42,27,0.3503209862385322,0
ENSOCUG00000005740,chr6,ARL6IP1,ADP ribosylation factor like GTPase 6 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:697],9228917,9237205,158079_66,0.1321,9189161,0/7/21,0/1/16,TRUE,FALSE,FALSE,28,17,0.3503209862385322,39756
ENSOCUG00000007323,GL018942,SNX15,sorting nexin 15 [Source:HGNC Symbol;Acc:HGNC:14978],100006,108113,256264_72,0.1321,73986,13/15/9,5/19/11,TRUE,FALSE,FALSE,37,35,0.3503209862385322,26020
ENSOCUG00000011930,GL018942,NAALADL1,N-acetylated alpha-linked acidic dipeptidase-like 1 [Source:HGNC Symbol;Acc:HGNC:23536],111282,122918,256264_72,0.1321,73986,13/15/9,5/19/11,FALSE,TRUE,FALSE,37,35,0.3503209862385322,37296
ENSOCUG00000014253,GL018942,MAJIN,membrane anchored junction protein [Source:HGNC Symbol;Acc:HGNC:27441],36756,57686,256264_72,0.1321,73986,13/15/9,5/19/11,TRUE,FALSE,FALSE,37,35,0.3503209862385322,16300
ENSOCUG00000014263,GL018942,BATF2,basic leucine zipper ATF-like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:25163],68787,73601,256264_72,0.1321,73986,13/15/9,5/19/11,TRUE,FALSE,FALSE,37,35,0.3503209862385322,385
ENSOCUG00000016615,chr6,SMG1,"SMG1, nonsense mediated mRNA decay associated PI3K related kinase [Source:HGNC Symbol;Acc:HGNC:30045]",9138875,9221160,158079_66,0.1321,9189161,0/7/21,0/1/16,FALSE,FALSE,TRUE,28,17,0.3503209862385322,0
ENSOCUG00000021093,GL018942,PPP2R5B,protein phosphatase 2 regulatory subunit B'beta [Source:HGNC Symbol;Acc:HGNC:9310],19039,36506,256264_72,0.1321,73986,13/15/9,5/19/11,FALSE,TRUE,FALSE,37,35,0.3503209862385322,37480
ENSOCUG00000022121,chr16,NA,NA,7543764,7547332,63037_57,0.1321,7524208,0/2/39,0/5/26,TRUE,FALSE,FALSE,41,31,0.3503209862385322,19556
ENSOCUG00000023477,GL018942,ARL2,ADP ribosylation factor like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:693],91179,96585,256264_72,0.1321,73986,13/15/9,5/19/11,TRUE,FALSE,FALSE,37,35,0.3503209862385322,17193
ENSOCUG00000023674,chr10,NA,NA,7187411,7188373,4306_9,0.1321,7150504,2/9/27,1/1/20,TRUE,FALSE,FALSE,38,22,0.3503209862385322,36907
ENSOCUG00000027001,GL018942,NA,NA,109652,110684,256264_72,0.1321,73986,13/15/9,5/19/11,TRUE,FALSE,FALSE,37,35,0.3503209862385322,35666
ENSOCUG00000001633,chr18,HPS1,"HPS1, biogenesis of lysosomal organelles complex 3 subunit 1 [Source:HGNC Symbol;Acc:HGNC:5163]",46494398,46518071,74936_2,0.1322,46524998,8/25/7,7/12/11,TRUE,FALSE,FALSE,40,30,0.3503209862385322,6927
ENSOCUG00000001638,chr18,HPSE2,heparanase 2 (inactive) [Source:HGNC Symbol;Acc:HGNC:18374],46528073,46908655,74936_2,0.1322,46524998,8/25/7,7/12/11,FALSE,TRUE,FALSE,40,30,0.3503209862385322,3075
ENSOCUG00000004995,chr18,PYROXD2,pyridine nucleotide-disulphide oxidoreductase domain 2 [Source:HGNC Symbol;Acc:HGNC:23517],46466373,46493428,74936_2,0.1322,46524998,8/25/7,7/12/11,TRUE,FALSE,FALSE,40,30,0.3503209862385322,31570
ENSOCUG00000012507,GL018717,NA,NA,556561,585578,208131_70,0.1322,534783,2/13/24,6/14/14,TRUE,FALSE,FALSE,39,34,0.3503209862385322,21778
ENSOCUG00000025543,GL018717,NA,NA,500355,526185,208131_70,0.1322,534783,2/13/24,6/14/14,TRUE,FALSE,FALSE,39,34,0.3503209862385322,8598
ENSOCUG00000000302,chr1,ZDHHC24,zinc finger DHHC-type containing 24 [Source:HGNC Symbol;Acc:HGNC:27387],194158715,194166849,97226_18,0.1323,194148948,1/2/19,2/6/12,FALSE,TRUE,FALSE,22,20,0.3503209862385322,9767
ENSOCUG00000010911,chr1,PELI3,pellino E3 ubiquitin protein ligase family member 3 [Source:HGNC Symbol;Acc:HGNC:30010],194101695,194111981,97226_18,0.1323,194148948,1/2/19,2/6/12,FALSE,TRUE,FALSE,22,20,0.3503209862385322,36967
ENSOCUG00000010915,chr1,DPP3,dipeptidyl peptidase 3 [Source:HGNC Symbol;Acc:HGNC:3008],194116072,194133810,97226_18,0.1323,194148948,1/2/19,2/6/12,FALSE,TRUE,FALSE,22,20,0.3503209862385322,15138
ENSOCUG00000013184,GL018714,LRP1,LDL receptor related protein 1 [Source:HGNC Symbol;Acc:HGNC:6692],307843,382725,206209_80,0.1323,356139,0/5/33,3/3/21,FALSE,FALSE,TRUE,38,27,0.3503209862385322,0
ENSOCUG00000013700,chr1,CTSF,cathepsin F [Source:HGNC Symbol;Acc:HGNC:2531],194181151,194185427,97226_18,0.1323,194148948,1/2/19,2/6/12,FALSE,TRUE,FALSE,22,20,0.3503209862385322,32203
ENSOCUG00000022588,GL018885,NA,NA,215688,216206,250844_63,0.1323,254045,3/14/9,6/7/3,FALSE,TRUE,FALSE,26,16,0.3503209862385322,37839
ENSOCUG00000023317,chr1,ACTN3,actinin alpha 3 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:165],194167913,194180541,97226_18,0.1323,194148948,1/2/19,2/6/12,TRUE,FALSE,FALSE,22,20,0.3503209862385322,18965
ENSOCUG00000026134,GL018885,ORYCUNV1R1633,"Oryctolagus cuniculus vomeronasal 1 receptor oryCunV1R1633 (ORYCUNV1R1633), mRNA. [Source:RefSeq mRNA;Acc:NM_001167318]",259360,260277,250844_63,0.1323,254045,3/14/9,6/7/3,TRUE,FALSE,FALSE,26,16,0.3503209862385322,5315
ENSOCUG00000026173,GL018885,NA,NA,272982,274799,250844_63,0.1323,254045,3/14/9,6/7/3,FALSE,TRUE,FALSE,26,16,0.3503209862385322,18937
ENSOCUG00000026906,GL018885,ORYCUNV1R1527,"Oryctolagus cuniculus vomeronasal 1 receptor oryCunV1R1527 (ORYCUNV1R1527), mRNA. [Source:RefSeq mRNA;Acc:NM_001167216]",227043,227969,250844_63,0.1323,254045,3/14/9,6/7/3,TRUE,FALSE,FALSE,26,16,0.3503209862385322,26076
ENSOCUG00000027758,chr1,NA,NA,194135225,194150203,97226_18,0.1323,194148948,1/2/19,2/6/12,FALSE,FALSE,TRUE,22,20,0.3503209862385322,0
ENSOCUG00000002028,GL018733,USH1C,USH1 protein network component harmonin [Source:HGNC Symbol;Acc:HGNC:12597],1497806,1546149,216727_0,0.13240000000000002,1516711,2/0/24,0/2/14,FALSE,FALSE,TRUE,26,16,0.3503209862385322,0
ENSOCUG00000006205,GL018733,OTOG,otogelin [Source:HGNC Symbol;Acc:HGNC:8516],1548764,1645255,216727_0,0.13240000000000002,1516711,2/0/24,0/2/14,TRUE,FALSE,FALSE,26,16,0.3503209862385322,32053
ENSOCUG00000009082,chr18,VDAC2,voltage dependent anion channel 2 [Source:HGNC Symbol;Acc:HGNC:12672],12280627,12291880,71806_9,0.13240000000000002,12277383,0/2/20,0/6/15,FALSE,TRUE,FALSE,22,21,0.3503209862385322,3244
ENSOCUG00000009095,chr18,COMTD1,catechol-O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26309],12276207,12277744,71806_9,0.13240000000000002,12277383,0/2/20,0/6/15,FALSE,FALSE,TRUE,22,21,0.3503209862385322,0
ENSOCUG00000014161,GL018733,ABCC8,ATP binding cassette subfamily C member 8 [Source:HGNC Symbol;Acc:HGNC:59],1410721,1485028,216727_0,0.13240000000000002,1516711,2/0/24,0/2/14,TRUE,FALSE,FALSE,26,16,0.3503209862385322,31683
ENSOCUG00000024787,GL019671,NA,NA,21694,28020,276790_13,0.13240000000000002,16011,7/12/22,7/14/9,FALSE,TRUE,FALSE,41,30,0.3503209862385322,5683
ENSOCUG00000027359,chr8,TSPAN11,tetraspanin 11 [Source:HGNC Symbol;Acc:HGNC:30795],29468318,29525635,173716_69,0.13240000000000002,29436148,0/2/20,1/6/15,FALSE,TRUE,FALSE,22,22,0.3503209862385322,32170
ENSOCUG00000029733,chr18,NA,NA,4422096,4482302,74550_45,0.13240000000000002,4504895,4/16/17,1/7/20,TRUE,FALSE,FALSE,37,28,0.3503209862385322,22593
ENSOCUG00000000506,chr3,NA,NA,143914038,143915274,129084_11,0.1327,143912487,0/3/31,0/6/16,TRUE,FALSE,FALSE,34,22,0.35061216719152594,1551
ENSOCUG00000006066,GL019432,AGO2,protein argonaute-2  [Source:RefSeq peptide;Acc:NP_001076179],5279,48827,274248_2,0.1327,32576,0/4/22,0/0/18,FALSE,FALSE,TRUE,26,18,0.35061216719152594,0
ENSOCUG00000015932,chr9,SYN2,synapsin II [Source:HGNC Symbol;Acc:HGNC:11495],11735391,11932910,180965_36,0.1327,11746997,9/18/12,5/9/17,FALSE,FALSE,TRUE,39,31,0.35061216719152594,0
ENSOCUG00000015952,chr9,TIMP4,TIMP metallopeptidase inhibitor 4 [Source:HGNC Symbol;Acc:HGNC:11823],11767817,11773763,180965_36,0.1327,11746997,9/18/12,5/9/17,TRUE,FALSE,FALSE,39,31,0.35061216719152594,20820
ENSOCUG00000021035,GL018747,NA,NA,658193,658573,223319_10,0.1327,673614,8/12/19,8/17/9,TRUE,FALSE,FALSE,39,34,0.35061216719152594,15041
ENSOCUG00000021941,GL018747,NA,NA,708955,709365,223319_10,0.1327,673614,8/12/19,8/17/9,FALSE,TRUE,FALSE,39,34,0.35061216719152594,35341
ENSOCUG00000022197,GL018747,NA,NA,658964,659356,223319_10,0.1327,673614,8/12/19,8/17/9,FALSE,TRUE,FALSE,39,34,0.35061216719152594,14258
ENSOCUG00000022565,GL018747,NA,NA,711677,712057,223319_10,0.1327,673614,8/12/19,8/17/9,TRUE,FALSE,FALSE,39,34,0.35061216719152594,38063
ENSOCUG00000025297,GL018747,NA,NA,692121,692513,223319_10,0.1327,673614,8/12/19,8/17/9,TRUE,FALSE,FALSE,39,34,0.35061216719152594,18507
ENSOCUG00000025659,GL018747,NA,NA,666801,667211,223319_10,0.1327,673614,8/12/19,8/17/9,FALSE,TRUE,FALSE,39,34,0.35061216719152594,6403
ENSOCUG00000026440,GL018984,NFIX,nuclear factor I X [Source:HGNC Symbol;Acc:HGNC:7788],26985,77636,260064_15,0.1327,40101,0/6/28,3/6/19,FALSE,FALSE,TRUE,34,28,0.35061216719152594,0
ENSOCUG00000026771,GL018747,HIST1H2AM,"histone cluster 1, H2am [Source:HGNC Symbol;Acc:HGNC:4735]",710894,711286,223319_10,0.1327,673614,8/12/19,8/17/9,FALSE,TRUE,FALSE,39,34,0.35061216719152594,37280
ENSOCUG00000026810,GL018747,NA,NA,691350,691730,223319_10,0.1327,673614,8/12/19,8/17/9,FALSE,TRUE,FALSE,39,34,0.35061216719152594,17736
ENSOCUG00000026955,GL018747,NA,NA,705742,706410,223319_10,0.1327,673614,8/12/19,8/17/9,TRUE,FALSE,FALSE,39,34,0.35061216719152594,32128
ENSOCUG00000027145,GL018747,NA,NA,661136,661546,223319_10,0.1327,673614,8/12/19,8/17/9,FALSE,TRUE,FALSE,39,34,0.35061216719152594,12068
ENSOCUG00000013354,GL018829,SLC1A6,solute carrier family 1 member 6 [Source:HGNC Symbol;Acc:HGNC:10944],856123,880298,242910_16,0.1328,889619,0/7/33,2/10/24,FALSE,TRUE,FALSE,40,36,0.35077595878649115,9321
ENSOCUG00000014658,GL018829,NA,NA,883858,884398,242910_16,0.1328,889619,0/7/33,2/10/24,TRUE,FALSE,FALSE,40,36,0.35077595878649115,5221
ENSOCUG00000001907,chr16,TMEM63A,transmembrane protein 63A [Source:HGNC Symbol;Acc:HGNC:29118],47803084,47831652,59070_57,0.133,47817063,9/17/14,2/18/14,FALSE,FALSE,TRUE,40,34,0.35120371959942775,0
ENSOCUG00000011934,chr16,EPHX1,epoxide hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3401],47787131,47802228,59070_57,0.133,47817063,9/17/14,2/18/14,FALSE,TRUE,FALSE,40,34,0.35120371959942775,14835
ENSOCUG00000021555,chr16,NA,NA,47845204,47848102,59070_57,0.133,47817063,9/17/14,2/18/14,TRUE,FALSE,FALSE,40,34,0.35120371959942775,28141
ENSOCUG00000003886,GL018729,ITSN1,intersectin 1 [Source:HGNC Symbol;Acc:HGNC:6183],522182,684652,215331_13,0.1332,623452,0/4/36,0/0/29,FALSE,FALSE,TRUE,40,29,0.3514554952897517,0
ENSOCUG00000003895,GL018729,NA,NA,604442,707271,215331_13,0.1332,623452,0/4/36,0/0/29,FALSE,FALSE,TRUE,40,29,0.3514554952897517,0
ENSOCUG00000006525,chr2,FER1L5,fer-1 like family member 5 [Source:HGNC Symbol;Acc:HGNC:19044],94766459,94821969,124859_61,0.1332,94812435,0/4/36,0/0/29,FALSE,FALSE,TRUE,40,29,0.3514554952897517,0
ENSOCUG00000006936,chr18,NA,NA,4960208,4962427,75345_5,0.1333,4961611,0/5/34,0/9/22,FALSE,FALSE,TRUE,39,31,0.3514554952897517,0
ENSOCUG00000008688,chr18,CFAP43,cilia and flagella associated protein 43 [Source:HGNC Symbol;Acc:HGNC:26684],52060849,52172272,75885_72,0.1333,52130500,3/11/3,6/13/15,FALSE,FALSE,TRUE,17,34,0.3514554952897517,0
ENSOCUG00000027331,AAGW02082456,NA,NA,1551,13076,193641_27,0.1333,11158,0/4/31,0/0/25,FALSE,FALSE,TRUE,35,25,0.3514554952897517,0
ENSOCUG00000007211,chr19,RPH3AL,rabphilin 3A-like (without C2 domains) [Source:HGNC Symbol;Acc:HGNC:10296],16841060,16972777,80783_15,0.13340000000000002,16926321,2/11/24,6/7/13,FALSE,FALSE,TRUE,37,26,0.3514554952897517,0
ENSOCUG00000008891,chr2,ANKRD53,ankyrin repeat domain 53 [Source:HGNC Symbol;Acc:HGNC:25691],115210910,115216540,112615_38,0.13340000000000002,115200680,0/11/17,4/9/13,FALSE,TRUE,FALSE,28,26,0.3514554952897517,10230
ENSOCUG00000008898,chr2,NA,NA,115202374,115207849,112615_38,0.13340000000000002,115200680,0/11/17,4/9/13,TRUE,FALSE,FALSE,28,26,0.3514554952897517,1694
ENSOCUG00000008901,chr2,NAGK,N-acetylglucosamine kinase [Source:HGNC Symbol;Acc:HGNC:17174],115164543,115178187,112615_38,0.13340000000000002,115200680,0/11/17,4/9/13,TRUE,FALSE,FALSE,28,26,0.3514554952897517,22493
ENSOCUG00000022370,chr2,PAIP2B,poly(A) binding protein interacting protein 2B [Source:HGNC Symbol;Acc:HGNC:29200],115153963,115160687,112615_38,0.13340000000000002,115200680,0/11/17,4/9/13,FALSE,TRUE,FALSE,28,26,0.3514554952897517,39993
ENSOCUG00000024303,chr2,ATP6V1B1,ATPase H+ transporting V1 subunit B1 [Source:HGNC Symbol;Acc:HGNC:853],115222366,115242927,112615_38,0.13340000000000002,115200680,0/11/17,4/9/13,FALSE,TRUE,FALSE,28,26,0.3514554952897517,21686
ENSOCUG00000024405,chr2,OTOP1,otopetrin 1 [Source:HGNC Symbol;Acc:HGNC:19656],347587,377867,119846_58,0.13340000000000002,369847,0/5/31,3/6/24,FALSE,FALSE,TRUE,36,33,0.3514554952897517,0
ENSOCUG00000026431,chr2,TMEM128,transmembrane protein 128 [Source:HGNC Symbol;Acc:HGNC:28201],328741,340856,119846_58,0.13340000000000002,369847,0/5/31,3/6/24,FALSE,TRUE,FALSE,36,33,0.3514554952897517,28991
ENSOCUG00000026757,chr2,DRD5,dopamine receptor D5 [Source:HGNC Symbol;Acc:HGNC:3026],395120,396517,119846_58,0.13340000000000002,369847,0/5/31,3/6/24,TRUE,FALSE,FALSE,36,33,0.3514554952897517,25273
