chromosome_id	chromosome_name	ensembl_gene_id	start_position	end_position	strand	external_gene_name	description
11	19	ENSOCUG00000001777	17732838	17783805	-1	GOSR1	golgi SNAP receptor complex member 1 [Source:HGNC Symbol;Acc:HGNC:4430]
11	19	ENSOCUG00000001780	17693518	17694234	1	BHLHA9	basic helix-loop-helix family member a9 [Source:HGNC Symbol;Acc:HGNC:35126]
11	19	ENSOCUG00000001802	39312739	39320195	1	COPZ2	coatomer protein complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356]
11	19	ENSOCUG00000001831	47280192	47413378	1	EFCAB3	EF-hand calcium binding domain 3 [Source:HGNC Symbol;Acc:HGNC:26379]
11	19	ENSOCUG00000001903	20240783	20274241	1	NOS2	nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873]
11	19	ENSOCUG00000001979	15842747	15859442	-1	SRR	serine racemase [Source:HGNC Symbol;Acc:HGNC:14398]
11	19	ENSOCUG00000002108	12470446	12474664	1		
11	19	ENSOCUG00000002194	17030714	17180077	-1	VPS53	VPS53 GARP complex subunit [Source:HGNC Symbol;Acc:HGNC:25608]
11	19	ENSOCUG00000002202	17198559	17204937	1	FAM57A	family with sequence similarity 57 member A [Source:HGNC Symbol;Acc:HGNC:29646]
11	19	ENSOCUG00000002205	17207445	17210621	-1	GEMIN4	gem nuclear organelle associated protein 4 [Source:HGNC Symbol;Acc:HGNC:15717]
11	19	ENSOCUG00000002208	17215644	17215907	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SH21]
11	19	ENSOCUG00000002214	17214857	17238629	-1	GLOD4	glyoxalase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:14111]
11	19	ENSOCUG00000002219	17238497	17246213	1	RNMTL1	RNA methyltransferase like 1 [Source:HGNC Symbol;Acc:HGNC:18485]
11	19	ENSOCUG00000002269	29540826	29581086	-1	RAD51C	RAD51 paralog C [Source:HGNC Symbol;Acc:HGNC:9820]
11	19	ENSOCUG00000002274	12017613	12020074	-1	BCL6B	B-cell CLL/lymphoma 6, member B [Source:HGNC Symbol;Acc:HGNC:1002]
11	19	ENSOCUG00000002309	39236324	39246089	-1	SNX11	sorting nexin 11 [Source:HGNC Symbol;Acc:HGNC:14975]
11	19	ENSOCUG00000002326	29177229	29312617	1	TRIM37	tripartite motif containing 37 [Source:HGNC Symbol;Acc:HGNC:7523]
11	19	ENSOCUG00000002334	29149818	29174003	1	SKA2	spindle and kinetochore associated complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28006]
11	19	ENSOCUG00000002337	29119099	29139026	-1	PRR11	proline rich 11 [Source:HGNC Symbol;Acc:HGNC:25619]
11	19	ENSOCUG00000002345	35613713	36181060	1	CA10	carbonic anhydrase X [Source:HGNC Symbol;Acc:HGNC:1369]
11	19	ENSOCUG00000002350	29105765	29112842	-1	SMG8	SMG8 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:25551]
11	19	ENSOCUG00000002536	21489904	21548598	1	SUZ12	SUZ12 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:17101]
11	19	ENSOCUG00000002563	11564188	11565290	1	SAT2	spermidine/spermine N1-acetyltransferase family member 2 [Source:HGNC Symbol;Acc:HGNC:23160]
11	19	ENSOCUG00000002566	11560113	11562998	-1	SHBG	Sex hormone-binding globulin  [Source:UniProtKB/TrEMBL;Acc:G1SHU0]
11	19	ENSOCUG00000002598	40215063	40224099	1	PSMB3	proteasome subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:9540]
11	19	ENSOCUG00000002606	11120507	11122869	1	HES7	hes family bHLH transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:15977]
11	19	ENSOCUG00000002640	45085141	45106429	1	MAP3K14	mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853]
11	19	ENSOCUG00000002690	37247658	37300916	-1	ACSF2	acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:HGNC:26101]
11	19	ENSOCUG00000002702	37236737	37245269	-1	RSAD1	radical S-adenosyl methionine domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25634]
11	19	ENSOCUG00000002706	37197031	37218898	-1	MYCBPAP	MYCBP associated protein [Source:HGNC Symbol;Acc:HGNC:19677]
11	19	ENSOCUG00000002719	37186849	37193791	-1	EPN3	epsin 3 [Source:HGNC Symbol;Acc:HGNC:18235]
11	19	ENSOCUG00000002725	37175093	37184075	-1	SPATA20	spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]
11	19	ENSOCUG00000002733	37112580	37166280	-1	CACNA1G	calcium channel, voltage-dependent, T type, alpha 1G subunit [Source:HGNC Symbol;Acc:HGNC:1394]
11	19	ENSOCUG00000002750	12306534	12312872	1	TM4SF5	transmembrane 4 L six family member 5 [Source:HGNC Symbol;Acc:HGNC:11857]
11	19	ENSOCUG00000002754	37063770	37105315	-1	ABCC3	ATP binding cassette subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:54]
11	19	ENSOCUG00000002755	12312954	12315056	-1	VMO1	vitelline membrane outer layer 1 homolog (chicken) [Source:HGNC Symbol;Acc:HGNC:30387]
11	19	ENSOCUG00000002764	21545010	21606093	-1	CRLF3	cytokine receptor-like factor 3 [Source:HGNC Symbol;Acc:HGNC:17177]
11	19	ENSOCUG00000002765	37010621	37039825	-1	LUC7L3	LUC7-like 3 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:24309]
11	19	ENSOCUG00000002814	41534353	41569181	-1	TOP2A	topoisomerase (DNA) II alpha [Source:HGNC Symbol;Acc:HGNC:11989]
11	19	ENSOCUG00000002818	13665871	13669151	1	FAM64A	family with sequence similarity 64 member A [Source:HGNC Symbol;Acc:HGNC:25483]
11	19	ENSOCUG00000002822	11493300	11497189	-1	EFNB3	ephrin-B3 [Source:HGNC Symbol;Acc:HGNC:3228]
11	19	ENSOCUG00000002824	13669353	13758950	-1	PITPNM3	PITPNM family member 3 [Source:HGNC Symbol;Acc:HGNC:21043]
11	19	ENSOCUG00000002828	41584616	41594308	1	IGFBP4	insulin like growth factor binding protein 4 [Source:HGNC Symbol;Acc:HGNC:5473]
11	19	ENSOCUG00000002830	41608522	41629739	-1	TNS4	tensin 4 [Source:HGNC Symbol;Acc:HGNC:24352]
11	19	ENSOCUG00000002832	13773146	13829696	-1	KIAA0753	KIAA0753 [Source:HGNC Symbol;Acc:HGNC:29110]
11	19	ENSOCUG00000002838	24870695	24898719	1	TAF15	TATA-box binding protein associated factor 15 [Source:HGNC Symbol;Acc:HGNC:11547]
11	19	ENSOCUG00000002842	24904373	24921322	-1	HEATR9	HEAT repeat containing 9 [Source:HGNC Symbol;Acc:HGNC:26548]
11	19	ENSOCUG00000002844	16658134	16690833	1	CRK	v-crk avian sarcoma virus CT10 oncogene homolog [Source:HGNC Symbol;Acc:HGNC:2362]
11	19	ENSOCUG00000002848	24922478	24932917	-1	CCL5	chemokine (C-C motif) ligand 5 [Source:HGNC Symbol;Acc:HGNC:10632]
11	19	ENSOCUG00000002849	24961758	24964697	-1	CCL14	chemokine (C-C motif) ligand 14 [Source:HGNC Symbol;Acc:HGNC:10612]
11	19	ENSOCUG00000002945	44102238	44118149	-1	MEOX1	mesenchyme homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7013]
11	19	ENSOCUG00000002947	44189154	44193832	-1	SOST	sclerostin [Source:HGNC Symbol;Acc:HGNC:13771]
11	19	ENSOCUG00000002954	41333710	41356565	1	CASC3	cancer susceptibility candidate 3 [Source:HGNC Symbol;Acc:HGNC:17040]
11	19	ENSOCUG00000002965	38244890	38272604	1	ZNF652	zinc finger protein 652 [Source:HGNC Symbol;Acc:HGNC:29147]
11	19	ENSOCUG00000002988	11541549	11547869	-1	ATP1B2	Sodium/potassium-transporting ATPase subunit beta-2  [Source:UniProtKB/Swiss-Prot;Acc:Q8WMG3]
11	19	ENSOCUG00000003079	51999197	52062434	-1	RGS9	regulator of G-protein signaling 9 [Source:HGNC Symbol;Acc:HGNC:10004]
11	19	ENSOCUG00000003119	45732136	45747716	-1		Golgi SNAP receptor complex member 2  [Source:UniProtKB/TrEMBL;Acc:G1SJ20]
11	19	ENSOCUG00000003273	44648320	44660521	-1	ITGA2B	glycoprotein IIb precursor  [Source:RefSeq peptide;Acc:NP_001075534]
11	19	ENSOCUG00000003291	44666964	44764619	-1	GPATCH8	G-patch domain containing 8 [Source:HGNC Symbol;Acc:HGNC:29066]
11	19	ENSOCUG00000003314	44229296	44256718	-1	MPP3	membrane protein, palmitoylated 3 [Source:HGNC Symbol;Acc:HGNC:7221]
11	19	ENSOCUG00000003350	30340768	30346946	1	MRPS23	mitochondrial ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:14509]
11	19	ENSOCUG00000003354	30313366	30329744	1	CUEDC1	CUE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:31350]
11	19	ENSOCUG00000003394	51110657	51128444	1	APOH	apolipoprotein H [Source:HGNC Symbol;Acc:HGNC:616]
11	19	ENSOCUG00000003426	13382470	13410851	1	WSCD1	WSC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29060]
11	19	ENSOCUG00000003504	24566929	24580527	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SJV1]
11	19	ENSOCUG00000003519	6735055	6920048	-1	ARHGAP44	Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096]
11	19	ENSOCUG00000003531	38360812	38387547	-1	B4GALNT2	beta-1,4-N-acetyl-galactosaminyl transferase 2 [Source:HGNC Symbol;Acc:HGNC:24136]
11	19	ENSOCUG00000003640	18028223	18069959	1	SLC6A4	solute carrier family 6 (neurotransmitter transporter), member 4 [Source:HGNC Symbol;Acc:HGNC:11050]
11	19	ENSOCUG00000003644	17964686	18018751	1	BLMH	bleomycin hydrolase [Source:HGNC Symbol;Acc:HGNC:1059]
11	19	ENSOCUG00000003649	17927668	17941959	1	TMIGD1	transmembrane and immunoglobulin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:32431]
11	19	ENSOCUG00000003682	25217906	25272383	1	HNF1B	HNF1 homeobox B [Source:HGNC Symbol;Acc:HGNC:11630]
11	19	ENSOCUG00000003690	25088277	25125874	1	HEATR6	HEAT repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:24076]
11	19	ENSOCUG00000003744	56761095	56782851	-1	FAM104A	family with sequence similarity 104 member A [Source:HGNC Symbol;Acc:HGNC:25918]
11	19	ENSOCUG00000003814	44860044	44908210	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SKG6]
11	19	ENSOCUG00000003872	43677418	43680623	1		
11	19	ENSOCUG00000003874	43682110	43688793	1	IFI35	interferon induced protein 35 [Source:HGNC Symbol;Acc:HGNC:5399]
11	19	ENSOCUG00000003880	43689193	43696600	-1	VAT1	vesicle amine transport 1 [Source:HGNC Symbol;Acc:HGNC:16919]
11	19	ENSOCUG00000003883	43713948	43783636	-1	BRCA1	breast cancer 1 [Source:HGNC Symbol;Acc:HGNC:1100]
11	19	ENSOCUG00000003978	3502896	3688356	1	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:30615]
11	19	ENSOCUG00000004045	10547262	10549025	1	MFSD6L	major facilitator superfamily domain containing 6-like [Source:HGNC Symbol;Acc:HGNC:26656]
11	19	ENSOCUG00000004052	10496908	10539020	1	PIK3R6	phosphoinositide-3-kinase regulatory subunit 6 [Source:HGNC Symbol;Acc:HGNC:27101]
11	19	ENSOCUG00000004058	24620480	24624103	-1	PEX12	peroxisomal biogenesis factor 12 [Source:HGNC Symbol;Acc:HGNC:8854]
11	19	ENSOCUG00000004060	24630567	24781881	1	AP2B1	adaptor related protein complex 2, beta 1 subunit [Source:HGNC Symbol;Acc:HGNC:563]
11	19	ENSOCUG00000004080	24793341	24798868	1	RASL10B	RAS-like family 10 member B [Source:HGNC Symbol;Acc:HGNC:30295]
11	19	ENSOCUG00000004081	24801648	24810100	-1	GAS2L2	growth arrest specific 2 like 2 [Source:HGNC Symbol;Acc:HGNC:24846]
11	19	ENSOCUG00000004084	24821899	24822491	1	C17orf50	chromosome 17 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:29581]
11	19	ENSOCUG00000004089	24823884	24850485	-1	MMP28	matrix metallopeptidase 28 [Source:HGNC Symbol;Acc:HGNC:14366]
11	19	ENSOCUG00000004210	28496600	28625298	-1	VMP1	vacuole membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:29559]
11	19	ENSOCUG00000004211	11733225	11734854	-1	TMEM102	transmembrane protein 102 [Source:HGNC Symbol;Acc:HGNC:26722]
11	19	ENSOCUG00000004215	11727225	11731271	-1	FGF11	fibroblast growth factor 11 [Source:HGNC Symbol;Acc:HGNC:3667]
11	19	ENSOCUG00000004277	48485792	48554460	1	MAP3K3	mitogen-activated protein kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6855]
11	19	ENSOCUG00000004288	48558866	48559588	-1	LIMD2	LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28142]
11	19	ENSOCUG00000004292	48563376	48592247	-1	STRADA	STE20-related kinase adaptor alpha [Source:HGNC Symbol;Acc:HGNC:30172]
11	19	ENSOCUG00000004301	48597664	48613958	-1	CCDC47	coiled-coil domain containing 47 [Source:HGNC Symbol;Acc:HGNC:24856]
11	19	ENSOCUG00000004304	48635265	48671028	1	DDX42	DEAD (Asp-Glu-Ala-Asp) box helicase 42 [Source:HGNC Symbol;Acc:HGNC:18676]
11	19	ENSOCUG00000004319	48669473	48677058	-1	FTSJ3	FtsJ homolog 3 (E. coli) [Source:HGNC Symbol;Acc:HGNC:17136]
11	19	ENSOCUG00000004329	48677636	48682657	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SLK2]
11	19	ENSOCUG00000004337	48679685	48706711	-1	SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2 [Source:HGNC Symbol;Acc:HGNC:11107]
11	19	ENSOCUG00000004341	48725691	48726931	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SLL2]
11	19	ENSOCUG00000004345	48734975	48738854	-1	CD79B	CD79b molecule [Source:HGNC Symbol;Acc:HGNC:1699]
11	19	ENSOCUG00000004347	48741953	48769506	-1	SCN4A	sodium channel, voltage gated, type IV alpha subunit [Source:HGNC Symbol;Acc:HGNC:10591]
11	19	ENSOCUG00000004362	48833037	48898895	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SLM5]
11	19	ENSOCUG00000004410	38476399	38479495	1	GIP	gastric inhibitory polypeptide [Source:HGNC Symbol;Acc:HGNC:4270]
11	19	ENSOCUG00000004411	38407597	38449496	-1	IGF2BP1	insulin like growth factor 2 mRNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:28866]
11	19	ENSOCUG00000004499	44558621	44573177	-1	SLC4A1	solute carrier family 4 (anion exchanger), member 1 (Diego blood group) [Source:HGNC Symbol;Acc:HGNC:11027]
11	19	ENSOCUG00000004509	8926816	8951748	1	MYH3	myosin-3  [Source:RefSeq peptide;Acc:NP_001182585]
11	19	ENSOCUG00000004522	8874489	8885872	-1	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese-dependent [Source:HGNC Symbol;Acc:HGNC:30925]
11	19	ENSOCUG00000004592	37357201	37368951	-1	XYLT2	xylosyltransferase II [Source:HGNC Symbol;Acc:HGNC:15517]
11	19	ENSOCUG00000004600	28435232	28476176	-1	RPS6KB1	ribosomal protein S6 kinase beta-1  [Source:RefSeq peptide;Acc:NP_001095160]
11	19	ENSOCUG00000004601	37341613	37350162	1	MRPL27	mitochondrial ribosomal protein L27 [Source:HGNC Symbol;Acc:HGNC:14483]
11	19	ENSOCUG00000004604	37333315	37340228	-1	EME1	essential meiotic structure-specific endonuclease 1 [Source:HGNC Symbol;Acc:HGNC:24965]
11	19	ENSOCUG00000004613	37316134	37331368	1	LRRC59	leucine rich repeat containing 59 [Source:HGNC Symbol;Acc:HGNC:28817]
11	19	ENSOCUG00000004643	20563412	20576224	-1	WSB1	WD repeat and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:19221]
11	19	ENSOCUG00000004778	12577161	12817183	1	RABEP1	rabaptin, RAB GTPase binding effector protein 1 [Source:HGNC Symbol;Acc:HGNC:17677]
11	19	ENSOCUG00000004787	12819766	12853531	-1	NUP88	nucleoporin 88kDa [Source:HGNC Symbol;Acc:HGNC:8067]
11	19	ENSOCUG00000004788	43921607	43922209	1	ARL4D	ADP ribosylation factor like GTPase 4D [Source:HGNC Symbol;Acc:HGNC:656]
11	19	ENSOCUG00000004793	12854101	12857753	1	RPAIN	RPA interacting protein [Source:HGNC Symbol;Acc:HGNC:28641]
11	19	ENSOCUG00000004805	12877192	12903049	-1	DHX33	DEAH (Asp-Glu-Ala-His) box polypeptide 33 [Source:HGNC Symbol;Acc:HGNC:16718]
11	19	ENSOCUG00000004811	12906306	12922849	-1	DERL2	derlin 2 [Source:HGNC Symbol;Acc:HGNC:17943]
11	19	ENSOCUG00000004872	11209556	11222127	-1	GUCY2D	guanylate cyclase 2D, membrane (retina-specific) [Source:HGNC Symbol;Acc:HGNC:4689]
11	19	ENSOCUG00000004898	41452553	41467260	1	CDC6	cell division cycle 6 [Source:HGNC Symbol;Acc:HGNC:1744]
11	19	ENSOCUG00000004903	41495365	41517249	1	RARA	retinoic acid receptor, alpha [Source:HGNC Symbol;Acc:HGNC:9864]
11	19	ENSOCUG00000004916	41523151	41524044	-1	GJD3	gap junction protein delta 3 [Source:HGNC Symbol;Acc:HGNC:19147]
11	19	ENSOCUG00000005078	43015412	43092331	-1	STAT5B	signal transducer and activator of transcription 5B [Source:HGNC Symbol;Acc:HGNC:11367]
11	19	ENSOCUG00000005187	10579859	10596632	1	CCDC42	coiled-coil domain containing 42 [Source:HGNC Symbol;Acc:HGNC:26528]
11	19	ENSOCUG00000005189	17252880	17416706	-1	NXN	nucleoredoxin [Source:HGNC Symbol;Acc:HGNC:18008]
11	19	ENSOCUG00000005197	17449950	17541776	-1	ABR	active BCR-related [Source:HGNC Symbol;Acc:HGNC:81]
11	19	ENSOCUG00000005296	4096524	4121259	1	TRPV2	transient receptor potential cation channel, subfamily V, member 2 [Source:HGNC Symbol;Acc:HGNC:18082]
11	19	ENSOCUG00000005355	42178889	42226613	-1		
11	19	ENSOCUG00000005505	40019786	40081612	-1	SRCIN1	SRC kinase signaling inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:29506]
11	19	ENSOCUG00000005534	11767453	11768382	1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SP49]
11	19	ENSOCUG00000005539	11753299	11762494	-1	NLGN2	neuroligin 2 [Source:HGNC Symbol;Acc:HGNC:14290]
11	19	ENSOCUG00000005542	11749808	11750998	-1	SPEM1	spermatid maturation 1 [Source:HGNC Symbol;Acc:HGNC:32429]
11	19	ENSOCUG00000005547	11746306	11748104	-1	C17orf74	chromosome 17 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:27315]
11	19	ENSOCUG00000005572	19329911	19336171	-1	ERAL1	Era-like 12S mitochondrial rRNA chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3424]
11	19	ENSOCUG00000005575	19287387	19334028	1	FLOT2	flotillin 2 [Source:HGNC Symbol;Acc:HGNC:3758]
11	19	ENSOCUG00000005579	46700634	46761551	1		glycoprotein IIIa precursor  [Source:RefSeq peptide;Acc:NP_001075535]
11	19	ENSOCUG00000005855	14917686	14940195	-1	ASPA	aspartoacylase [Source:HGNC Symbol;Acc:HGNC:756]
11	19	ENSOCUG00000005935	23739202	23742061	1	CCL11	chemokine (C-C motif) ligand 11 [Source:HGNC Symbol;Acc:HGNC:10610]
11	19	ENSOCUG00000005959	11157840	11168556	1	ALOX12B	arachidonate 12-lipoxygenase, 12R type [Source:HGNC Symbol;Acc:HGNC:430]
11	19	ENSOCUG00000006017	4496902	4536022	1	CDRT4	CMT1A duplicated region transcript 4 [Source:HGNC Symbol;Acc:HGNC:14383]
11	19	ENSOCUG00000006045	43423413	43463078	-1	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:3526]
11	19	ENSOCUG00000006074	47511154	47594033	1	TLK2	tousled like kinase 2 [Source:HGNC Symbol;Acc:HGNC:11842]
11	19	ENSOCUG00000006289	38609562	38642551	1	TTLL6	tubulin tyrosine ligase like 6 [Source:HGNC Symbol;Acc:HGNC:26664]
11	19	ENSOCUG00000006305	24355708	24384217	1	LIG3	ligase III, DNA, ATP-dependent [Source:HGNC Symbol;Acc:HGNC:6600]
11	19	ENSOCUG00000006315	24388956	24406842	-1	RFFL	ring finger and FYVE-like domain containing E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:24821]
11	19	ENSOCUG00000006437	44604973	44613499	1	RUNDC3A	RUN domain containing 3A [Source:HGNC Symbol;Acc:HGNC:16984]
11	19	ENSOCUG00000006447	44614098	44616338	-1	SLC25A39	solute carrier family 25 member 39 [Source:HGNC Symbol;Acc:HGNC:24279]
11	19	ENSOCUG00000006526	29981076	29988618	1	MPO	myeloperoxidase [Source:HGNC Symbol;Acc:HGNC:7218]
11	19	ENSOCUG00000006538	10915724	10920715	1	RPL26	ribosomal protein L26 [Source:HGNC Symbol;Acc:HGNC:10327]
11	19	ENSOCUG00000006561	13923195	13934633	1	XAF1	XIAP associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30932]
11	19	ENSOCUG00000006683	27846932	28049820	-1	BRIP1	BRCA1 interacting protein C-terminal helicase 1 [Source:HGNC Symbol;Acc:HGNC:20473]
11	19	ENSOCUG00000006693	28054049	28116974	-1	INTS2	integrator complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:29241]
11	19	ENSOCUG00000006709	28127209	28239373	-1	MED13	mediator complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:22474]
11	19	ENSOCUG00000006735	45219282	45263701	-1	NMT1	N-myristoyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:7857]
11	19	ENSOCUG00000006742	45191697	45198277	-1	ACBD4	acyl-CoA binding domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23337]
11	19	ENSOCUG00000006748	45186024	45187019	-1	HEXIM1	hexamethylene bis-acetamide inducible 1 [Source:HGNC Symbol;Acc:HGNC:24953]
11	19	ENSOCUG00000006750	45170681	45176100	-1	HEXIM2	hexamethylene bis-acetamide inducible 2 [Source:HGNC Symbol;Acc:HGNC:28591]
11	19	ENSOCUG00000006870	45470098	45472030	-1	HIGD1B	HIG1 hypoxia inducible domain family member 1B [Source:HGNC Symbol;Acc:HGNC:24318]
11	19	ENSOCUG00000006879	45417704	45469578	1	EFTUD2	elongation factor Tu GTP binding domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30858]
11	19	ENSOCUG00000006884	24589061	24604630	-1	SLFN14	schlafen family member 14 [Source:HGNC Symbol;Acc:HGNC:32689]
11	19	ENSOCUG00000006891	45409330	45410574	-1		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G1SRX5]
11	19	ENSOCUG00000006895	45399924	45407612	1	GFAP	glial fibrillary acidic protein [Source:HGNC Symbol;Acc:HGNC:4235]
11	19	ENSOCUG00000006899	45381544	45392253	1	KIF18B	kinesin family member 18B [Source:HGNC Symbol;Acc:HGNC:27102]
11	19	ENSOCUG00000006904	45290551	45299534	1	DCAKD	dephospho-CoA kinase domain containing [Source:HGNC Symbol;Acc:HGNC:26238]
11	19	ENSOCUG00000006966	11914825	11919858	-1	ACADVL	acyl-CoA dehydrogenase, very long chain [Source:HGNC Symbol;Acc:HGNC:92]
11	19	ENSOCUG00000006978	11906819	11914053	1	DVL2	dishevelled segment polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:3086]
11	19	ENSOCUG00000006990	11902133	11905652	1	PHF23	PHD finger protein 23 [Source:HGNC Symbol;Acc:HGNC:28428]
11	19	ENSOCUG00000006997	11899267	11901106	1	GABARAP	Gamma-aminobutyric acid receptor-associated protein  [Source:UniProtKB/Swiss-Prot;Acc:Q8MK68]
11	19	ENSOCUG00000007000	11883656	11891167	-1	ELP5	elongator acetyltransferase complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:30617]
11	19	ENSOCUG00000007002	11881262	11882892	1	CLDN7	claudin 7 [Source:HGNC Symbol;Acc:HGNC:2049]
11	19	ENSOCUG00000007013	12008779	12013110	-1	SLC16A13	solute carrier family 16 member 13 [Source:HGNC Symbol;Acc:HGNC:31037]
11	19	ENSOCUG00000007017	12007496	12009259	1	SLC16A11	solute carrier family 16 member 11 [Source:HGNC Symbol;Acc:HGNC:23093]
11	19	ENSOCUG00000007048	20314058	20378357	-1	KSR1	kinase suppressor of ras 1 [Source:HGNC Symbol;Acc:HGNC:6465]
11	19	ENSOCUG00000007209	38163623	38175738	1	PHB	prohibitin [Source:HGNC Symbol;Acc:HGNC:8912]
11	19	ENSOCUG00000007211	16841060	16972777	-1	RPH3AL	rabphilin 3A-like (without C2 domains) [Source:HGNC Symbol;Acc:HGNC:10296]
11	19	ENSOCUG00000007327	43410852	43423128	1	CNTNAP1	contactin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:8011]
11	19	ENSOCUG00000007362	50626554	51054762	-1	PRKCA	protein kinase C alpha type  [Source:RefSeq peptide;Acc:NP_001095194]
11	19	ENSOCUG00000007433	11716715	11725217	-1	CHRNB1	cholinergic receptor, nicotinic beta 1 [Source:HGNC Symbol;Acc:HGNC:1961]
11	19	ENSOCUG00000007437	11708620	11712213	1	ZBTB4	zinc finger and BTB domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23847]
11	19	ENSOCUG00000007443	21051546	21159793	1	RAB11FIP4	RAB11 family interacting protein 4 (class II) [Source:HGNC Symbol;Acc:HGNC:30267]
11	19	ENSOCUG00000007606	53200639	53327735	1	MAP2K6	mitogen-activated protein kinase kinase 6 [Source:HGNC Symbol;Acc:HGNC:6846]
11	19	ENSOCUG00000007629	42721840	42736096	-1	NT5C3B	5'-nucleotidase, cytosolic IIIB [Source:HGNC Symbol;Acc:HGNC:28300]
11	19	ENSOCUG00000007635	38083773	38101652	-1	NGFR	nerve growth factor receptor [Source:HGNC Symbol;Acc:HGNC:7809]
11	19	ENSOCUG00000007640	52119221	52160069	1	GNA13	guanine nucleotide binding protein (G protein), alpha 13 [Source:HGNC Symbol;Acc:HGNC:4381]
11	19	ENSOCUG00000007764	19809031	19993335	-1	NLK	nemo-like kinase [Source:HGNC Symbol;Acc:HGNC:29858]
11	19	ENSOCUG00000007769	19787146	19794201	-1	TMEM97	transmembrane protein 97 [Source:HGNC Symbol;Acc:HGNC:28106]
11	19	ENSOCUG00000007773	19782687	19785981	1	IFT20	intraflagellar transport 20 [Source:HGNC Symbol;Acc:HGNC:30989]
11	19	ENSOCUG00000007774	19768317	19774735	-1	TNFAIP1	TNF alpha induced protein 1 [Source:HGNC Symbol;Acc:HGNC:11894]
11	19	ENSOCUG00000007781	19756666	19770410	1	POLDIP2	polymerase (DNA-directed), delta interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23781]
11	19	ENSOCUG00000007784	19752158	19756461	-1	TMEM199	transmembrane protein 199 [Source:HGNC Symbol;Acc:HGNC:18085]
11	19	ENSOCUG00000007792	19723092	19742539	-1	SARM1	sterile alpha and TIR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17074]
11	19	ENSOCUG00000007798	19713865	19719942	1	SLC46A1	solute carrier family 46 (folate transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:30521]
